,turns,chutes_hit,ladders_hit
77849,78,9,4
77850,33,5,3
77851,86,9,4
77852,13,1,3
77853,32,5,4
77854,20,1,3
77855,21,2,2
77856,36,4,3
77857,15,2,2
77858,29,5,5
77859,33,3,7
77860,7,0,3
77861,26,2,1
77862,28,3,4
77863,16,3,4
77864,54,7,3
77865,32,5,5
77866,20,3,2
77867,19,1,3
77868,43,6,5
77869,41,3,4
77870,41,5,4
77871,39,4,1
77872,26,2,5
77873,12,0,3
77874,28,2,2
77875,32,5,3
77876,51,6,3
77877,84,10,9
77878,88,16,7
77879,105,12,7
77880,25,1,2
77881,40,3,4
77882,24,3,3
77883,12,1,2
77884,14,0,3
77885,14,1,3
77886,30,2,3
77887,93,10,2
77888,36,4,3
77889,40,4,3
77890,22,2,1
77891,49,8,9
77892,24,2,2
77893,17,0,2
77894,9,0,2
77895,14,0,3
77896,18,0,2
77897,22,2,2
77898,49,6,4
77899,50,3,2
77900,27,4,3
77901,57,11,4
77902,33,3,3
77903,21,3,3
77904,20,0,2
77905,35,2,2
77906,20,3,3
77907,36,3,3
77908,33,4,2
77909,14,1,2
77910,8,0,3
77911,14,1,1
77912,35,7,3
77913,13,1,2
77914,26,2,2
77915,89,13,6
77916,20,0,3
77917,17,2,2
77918,26,1,1
77919,60,6,3
77920,24,2,3
77921,24,1,3
77922,24,4,2
77923,33,2,1
77924,28,1,2
77925,18,0,2
77926,31,4,3
77927,42,3,5
77928,51,5,3
77929,29,2,3
77930,19,2,2
77931,42,2,3
77932,23,2,3
77933,22,2,2
77934,40,4,4
77935,37,5,6
77936,35,6,5
77937,24,4,3
77938,20,2,2
77939,36,5,4
77940,35,5,3
77941,11,0,3
77942,52,8,5
77943,63,9,2
77944,31,2,3
77945,43,5,4
77946,30,2,1
77947,16,0,3
77948,35,3,1
77949,35,2,1
77950,26,2,1
77951,24,3,4
77952,19,2,2
77953,15,0,2
77954,56,6,3
77955,24,2,1
77956,31,4,5
77957,70,8,4
77958,35,5,5
77959,39,3,6
77960,52,6,2
77961,42,4,6
77962,78,11,7
77963,45,9,4
77964,31,6,3
77965,10,1,3
77966,61,6,2
77967,23,1,2
77968,22,2,2
77969,24,0,1
77970,57,4,3
77971,14,0,2
77972,39,4,3
77973,19,0,2
77974,40,4,1
77975,9,2,3
77976,29,0,0
77977,32,3,2
77978,27,3,5
77979,38,7,3
77980,22,3,3
77981,23,3,3
77982,11,1,3
77983,59,8,7
77984,12,0,2
77985,30,3,2
77986,30,1,0
77987,57,6,4
77988,18,2,5
77989,26,4,4
77990,18,1,3
77991,17,1,2
77992,92,15,7
77993,76,11,5
77994,19,2,2
77995,39,5,3
77996,34,2,0
77997,14,0,2
77998,12,0,1
77999,16,0,2
78000,12,0,3
78001,90,11,4
78002,27,4,3
78003,23,0,1
78004,11,2,4
78005,48,6,3
78006,21,1,3
78007,14,1,4
78008,16,0,2
78009,17,0,2
78010,33,4,2
78011,44,6,5
78012,62,6,1
78013,58,6,3
78014,19,0,3
78015,16,0,3
78016,28,1,2
78017,53,5,3
78018,41,6,5
78019,56,8,3
78020,48,4,3
78021,50,6,2
78022,35,2,3
78023,35,6,4
78024,43,6,5
78025,22,2,3
78026,10,0,4
78027,65,8,3
78028,56,8,6
78029,34,7,5
78030,25,4,5
78031,24,4,4
78032,8,1,2
78033,53,6,3
78034,23,3,3
78035,53,6,1
78036,18,1,2
78037,47,5,3
78038,10,0,4
78039,52,5,2
78040,12,0,3
78041,58,9,4
78042,27,2,3
78043,40,5,2
78044,50,7,3
78045,24,4,5
78046,58,7,4
78047,18,1,2
78048,33,4,3
78049,17,1,3
78050,24,3,2
78051,60,5,3
78052,26,1,2
78053,26,2,4
78054,25,2,1
78055,16,0,2
78056,29,5,5
78057,28,1,1
78058,22,1,2
78059,20,1,1
78060,54,4,3
78061,44,5,3
78062,44,5,4
78063,36,7,5
78064,44,3,4
78065,127,16,8
78066,18,1,2
78067,26,3,5
78068,51,8,4
78069,126,19,10
78070,23,1,3
78071,18,1,2
78072,24,3,2
78073,55,6,2
78074,24,3,4
78075,57,6,1
78076,14,2,4
78077,50,6,2
78078,37,4,3
78079,23,1,3
78080,28,2,1
78081,12,0,2
78082,119,19,10
78083,24,3,2
78084,19,0,2
78085,24,2,2
78086,28,1,2
78087,26,2,3
78088,52,6,2
78089,38,4,4
78090,53,6,6
78091,53,7,4
78092,24,1,3
78093,23,3,4
78094,19,1,4
78095,16,1,3
78096,35,4,3
78097,18,1,3
78098,51,5,2
78099,30,5,2
78100,19,2,2
78101,28,2,3
78102,13,0,2
78103,14,0,2
78104,47,6,3
78105,47,6,3
78106,26,2,4
78107,107,17,3
78108,21,2,2
78109,30,1,1
78110,23,2,4
78111,33,4,3
78112,35,6,3
78113,42,2,0
78114,26,2,5
78115,23,2,3
78116,19,2,3
78117,61,6,7
78118,56,5,4
78119,24,2,2
78120,65,6,4
78121,70,11,5
78122,136,16,11
78123,22,1,2
78124,46,6,5
78125,15,2,4
78126,14,0,3
78127,22,1,4
78128,37,4,1
78129,53,5,4
78130,61,8,5
78131,27,2,2
78132,60,5,5
78133,51,4,1
78134,31,4,4
78135,40,5,4
78136,182,19,7
78137,32,3,5
78138,33,2,5
78139,26,5,3
78140,16,1,1
78141,18,2,4
78142,27,2,2
78143,14,1,2
78144,75,8,9
78145,12,0,3
78146,69,8,3
78147,26,2,3
78148,52,6,4
78149,31,5,3
78150,18,3,2
78151,8,0,3
78152,9,0,2
78153,50,5,7
78154,26,1,1
78155,11,0,1
78156,41,6,3
78157,34,3,2
78158,21,2,4
78159,18,2,4
78160,23,2,4
78161,53,9,5
78162,28,2,1
78163,70,9,3
78164,17,1,2
78165,27,2,2
78166,29,4,3
78167,18,2,2
78168,48,7,5
78169,12,0,4
78170,57,7,4
78171,12,0,1
78172,54,9,4
78173,29,2,0
78174,52,6,6
78175,20,2,2
78176,26,3,3
78177,42,4,4
78178,37,2,3
78179,9,0,4
78180,12,0,3
78181,19,1,2
78182,28,4,3
78183,22,0,2
78184,36,6,4
78185,40,4,4
78186,11,1,2
78187,20,1,3
78188,15,1,4
78189,51,7,6
78190,31,2,1
78191,19,2,3
78192,11,1,3
78193,15,0,1
78194,9,1,2
78195,34,4,2
78196,26,0,1
78197,70,9,3
78198,75,7,3
78199,41,2,2
78200,53,5,3
78201,45,4,4
78202,59,5,3
78203,48,7,4
78204,20,1,2
78205,31,5,3
78206,23,1,2
78207,64,7,3
78208,19,2,2
78209,25,1,1
78210,29,5,3
78211,91,14,6
78212,48,6,5
78213,75,9,4
78214,52,5,3
78215,20,3,3
78216,56,9,6
78217,37,4,3
78218,29,2,1
78219,38,4,1
78220,32,2,2
78221,16,1,2
78222,21,2,2
78223,15,1,2
78224,97,15,7
78225,21,1,2
78226,37,4,4
78227,45,5,2
78228,43,8,2
78229,43,4,2
78230,35,4,6
78231,67,7,4
78232,58,6,1
78233,48,3,2
78234,19,1,4
78235,28,5,4
78236,77,11,5
78237,25,4,2
78238,25,1,1
78239,22,3,4
78240,14,0,3
78241,14,1,2
78242,40,5,4
78243,69,10,6
78244,47,3,1
78245,21,3,4
78246,22,2,2
78247,75,10,5
78248,33,5,5
78249,48,7,3
78250,10,0,1
78251,74,6,1
78252,69,10,3
78253,39,5,2
78254,13,0,3
78255,22,2,3
78256,18,3,4
78257,40,5,3
78258,13,1,2
78259,55,9,5
78260,42,6,3
78261,18,1,2
78262,11,0,1
78263,19,3,3
78264,17,1,2
78265,68,9,4
78266,36,6,3
78267,23,1,3
78268,9,0,1
78269,22,2,3
78270,17,0,2
78271,24,2,2
78272,105,16,9
78273,48,5,4
78274,32,1,1
78275,19,2,4
78276,16,1,5
78277,31,6,3
78278,26,4,3
78279,24,3,3
78280,30,2,1
78281,90,14,7
78282,22,1,3
78283,41,3,3
78284,33,7,3
78285,13,1,2
78286,73,8,5
78287,24,2,3
78288,24,2,3
78289,39,6,7
78290,24,4,3
78291,21,0,2
78292,30,3,3
78293,24,0,1
78294,35,7,6
78295,95,11,4
78296,33,2,2
78297,23,2,3
78298,79,11,5
78299,44,6,1
78300,30,3,4
78301,50,7,2
78302,12,0,2
78303,23,3,2
78304,13,0,1
78305,16,1,2
78306,31,0,0
78307,36,3,1
78308,50,8,5
78309,16,2,6
78310,18,0,2
78311,28,2,3
78312,52,6,3
78313,30,3,4
78314,30,2,2
78315,12,0,2
78316,41,3,1
78317,52,5,4
78318,47,4,2
78319,34,5,5
78320,74,9,6
78321,20,3,5
78322,11,0,2
78323,41,5,1
78324,18,1,1
78325,28,2,2
78326,29,5,6
78327,30,2,3
78328,26,2,3
78329,37,4,2
78330,47,5,5
78331,96,16,7
78332,12,0,4
78333,20,2,4
78334,16,0,2
78335,68,6,2
78336,38,3,3
78337,36,5,6
78338,38,5,3
78339,20,3,3
78340,20,2,3
78341,18,1,2
78342,47,8,5
78343,23,2,1
78344,32,4,2
78345,30,2,3
78346,44,8,5
78347,12,1,3
78348,51,6,4
78349,59,9,2
78350,43,3,2
78351,24,2,4
78352,74,12,6
78353,76,9,10
78354,13,1,2
78355,44,2,1
78356,10,0,3
78357,28,2,1
78358,49,7,3
78359,15,1,1
78360,33,3,4
78361,38,4,4
78362,48,7,3
78363,21,1,2
78364,33,3,2
78365,18,3,2
78366,11,0,1
78367,13,2,3
78368,57,8,5
78369,20,1,3
78370,11,0,4
78371,15,2,2
78372,92,11,9
78373,87,13,10
78374,51,10,5
78375,33,4,3
78376,146,20,9
78377,63,9,4
78378,20,0,3
78379,7,0,3
78380,38,4,4
78381,18,0,2
78382,23,1,2
78383,75,11,7
78384,20,2,3
78385,32,2,4
78386,71,8,8
78387,31,6,3
78388,54,6,5
78389,25,1,2
78390,37,6,4
78391,34,6,4
78392,20,1,3
78393,23,2,1
78394,22,3,3
78395,46,5,3
78396,21,1,2
78397,39,6,3
78398,16,1,3
78399,33,2,4
78400,24,1,2
78401,11,1,2
78402,27,2,2
78403,73,13,7
78404,58,5,3
78405,16,0,3
78406,106,18,7
78407,33,4,3
78408,46,6,3
78409,34,5,4
78410,37,3,5
78411,54,9,7
78412,68,9,5
78413,35,5,3
78414,45,5,2
78415,19,1,2
78416,23,2,3
78417,65,9,8
78418,69,5,1
78419,23,3,3
78420,30,3,3
78421,31,2,1
78422,20,2,5
78423,30,3,4
78424,11,1,4
78425,15,0,2
78426,15,1,4
78427,61,5,3
78428,39,4,4
78429,17,1,2
78430,46,6,3
78431,82,11,5
78432,30,3,2
78433,50,7,5
78434,66,7,6
78435,27,2,3
78436,38,7,5
78437,30,3,4
78438,18,1,3
78439,39,4,2
78440,23,1,2
78441,42,8,6
78442,51,4,3
78443,16,2,2
78444,18,1,2
78445,49,7,6
78446,26,1,2
78447,17,1,2
78448,25,2,2
78449,27,1,2
78450,16,1,3
78451,33,4,4
78452,70,9,5
78453,60,5,3
78454,26,3,3
78455,16,3,4
78456,35,2,3
78457,48,4,3
78458,30,3,3
78459,18,1,2
78460,50,6,3
78461,11,0,3
78462,35,4,3
78463,50,4,2
78464,40,3,1
78465,24,2,2
78466,14,1,1
78467,23,5,3
78468,16,2,2
78469,92,13,4
78470,24,3,1
78471,45,7,3
78472,35,2,4
78473,28,2,4
78474,9,1,3
78475,30,4,4
78476,32,2,2
78477,75,9,7
78478,16,1,2
78479,26,2,2
78480,35,3,3
78481,25,1,2
78482,11,0,4
78483,50,6,3
78484,50,7,7
78485,16,1,3
78486,71,6,3
78487,15,1,2
78488,10,1,2
78489,44,4,1
78490,41,4,2
78491,58,6,3
78492,34,4,5
78493,84,10,5
78494,39,6,3
78495,30,2,2
78496,33,4,4
78497,24,3,2
78498,20,2,2
78499,24,2,4
78500,16,0,3
78501,35,7,6
78502,37,1,2
78503,68,6,3
78504,11,0,3
78505,48,5,5
78506,24,2,4
78507,35,3,2
78508,31,3,2
78509,88,9,3
78510,22,3,4
78511,23,5,5
78512,46,5,2
78513,50,8,4
78514,60,8,3
78515,29,5,3
78516,22,1,2
78517,11,0,3
78518,29,2,0
78519,33,5,3
78520,22,0,2
78521,31,2,4
78522,17,0,2
78523,16,1,4
78524,20,3,2
78525,46,5,3
78526,11,1,3
78527,27,1,2
78528,53,8,3
78529,24,4,3
78530,40,6,2
78531,40,5,3
78532,25,2,3
78533,17,1,3
78534,29,3,3
78535,28,2,1
78536,53,7,4
78537,42,8,5
78538,18,3,3
78539,23,3,3
78540,88,9,4
78541,10,0,4
78542,47,4,2
78543,33,4,3
78544,41,4,2
78545,47,4,2
78546,40,4,3
78547,16,0,2
78548,31,5,4
78549,126,16,7
78550,10,0,2
78551,44,4,4
78552,84,12,5
78553,36,1,1
78554,17,1,2
78555,13,0,2
78556,24,3,4
78557,23,2,4
78558,16,2,4
78559,22,1,3
78560,22,2,6
78561,10,0,3
78562,51,5,3
78563,78,11,4
78564,48,4,4
78565,28,3,3
78566,15,0,2
78567,19,0,2
78568,9,0,4
78569,16,2,3
78570,15,0,1
78571,39,5,5
78572,45,2,3
78573,29,3,3
78574,42,5,4
78575,17,0,3
78576,8,0,3
78577,31,1,1
78578,34,4,2
78579,26,3,4
78580,52,7,5
78581,9,2,3
78582,18,1,2
78583,51,7,3
78584,48,8,8
78585,22,1,3
78586,43,5,2
78587,16,1,3
78588,46,5,7
78589,9,0,4
78590,17,1,3
78591,137,22,7
78592,16,0,1
78593,40,5,3
78594,48,4,3
78595,11,0,3
78596,11,0,2
78597,51,6,3
78598,19,1,3
78599,34,5,5
78600,33,6,4
78601,45,6,3
78602,22,2,2
78603,38,4,4
78604,40,5,3
78605,43,5,5
78606,23,2,1
78607,46,4,1
78608,46,9,7
78609,9,0,4
78610,28,5,4
78611,11,0,2
78612,48,7,5
78613,49,5,4
78614,25,1,3
78615,39,4,4
78616,85,12,5
78617,10,0,2
78618,45,4,4
78619,24,1,3
78620,43,5,3
78621,21,1,2
78622,15,0,2
78623,23,2,2
78624,39,5,5
78625,10,0,2
78626,13,1,3
78627,33,1,1
78628,22,2,2
78629,83,10,9
78630,27,2,1
78631,30,2,2
78632,31,4,4
78633,44,6,6
78634,23,4,2
78635,45,6,3
78636,28,3,3
78637,19,2,3
78638,41,4,5
78639,82,10,5
78640,21,4,3
78641,45,7,4
78642,53,9,5
78643,40,2,3
78644,144,22,9
78645,28,3,3
78646,76,9,2
78647,44,3,3
78648,26,2,2
78649,25,4,4
78650,31,4,2
78651,23,3,4
78652,36,2,4
78653,37,4,2
78654,60,5,1
78655,34,3,1
78656,41,6,3
78657,24,4,4
78658,23,2,4
78659,9,1,5
78660,13,1,3
78661,33,4,2
78662,58,7,5
78663,50,4,4
78664,15,1,1
78665,20,1,2
78666,26,1,1
78667,11,0,2
78668,18,1,2
78669,16,1,2
78670,25,1,2
78671,93,13,7
78672,26,1,3
78673,45,6,5
78674,120,18,8
78675,31,3,3
78676,50,8,4
78677,35,2,0
78678,29,4,1
78679,18,3,6
78680,15,0,1
78681,40,5,3
78682,58,5,2
78683,39,3,1
78684,21,1,3
78685,32,4,2
78686,28,1,1
78687,96,14,6
78688,20,1,3
78689,43,5,5
78690,50,5,5
78691,71,8,7
78692,22,2,4
78693,22,1,3
78694,23,2,4
78695,20,1,3
78696,38,3,5
78697,15,3,3
78698,55,8,5
78699,32,4,4
78700,25,2,2
78701,17,1,1
78702,22,0,2
78703,29,3,2
78704,80,13,6
78705,11,0,2
78706,14,0,1
78707,68,9,5
78708,40,5,3
78709,31,3,1
78710,16,0,3
78711,70,10,7
78712,28,4,3
78713,12,1,3
78714,24,2,2
78715,35,5,3
78716,16,2,4
78717,12,0,2
78718,43,5,8
78719,33,5,3
78720,29,4,5
78721,28,1,2
78722,32,4,4
78723,33,5,3
78724,31,2,3
78725,34,2,3
78726,38,3,3
78727,68,8,0
78728,26,1,2
78729,27,3,2
78730,53,6,5
78731,18,2,3
78732,38,4,2
78733,22,1,5
78734,34,4,3
78735,29,3,3
78736,21,3,4
78737,22,1,1
78738,61,9,4
78739,36,3,2
78740,29,1,2
78741,66,8,5
78742,23,1,1
78743,63,4,2
78744,60,9,6
78745,40,6,3
78746,41,3,3
78747,66,8,7
78748,23,1,1
78749,28,2,2
78750,40,6,3
78751,50,4,4
78752,27,4,4
78753,16,1,3
78754,22,3,4
78755,20,1,3
78756,57,7,3
78757,43,4,1
78758,33,3,2
78759,35,4,2
78760,27,0,1
78761,20,0,2
78762,14,2,2
78763,15,1,2
78764,12,0,1
78765,20,2,3
78766,24,3,4
78767,24,3,2
78768,69,11,6
78769,80,8,4
78770,43,6,4
78771,41,5,1
78772,22,2,2
78773,14,2,3
78774,37,2,3
78775,62,8,5
78776,41,5,4
78777,15,1,4
78778,14,0,3
78779,29,4,4
78780,22,1,1
78781,11,0,1
78782,28,4,3
78783,49,4,3
78784,15,2,3
78785,13,0,3
78786,46,5,2
78787,30,6,5
78788,19,1,1
78789,19,1,1
78790,36,6,2
78791,25,4,2
78792,169,25,13
78793,8,0,3
78794,59,7,5
78795,39,3,5
78796,11,0,1
78797,46,5,4
78798,14,0,1
78799,65,10,4
78800,14,1,3
78801,47,3,1
78802,223,31,6
78803,44,3,2
78804,11,0,3
78805,14,1,4
78806,81,12,5
78807,33,3,1
78808,11,0,4
78809,22,2,3
78810,66,6,2
78811,61,12,4
78812,48,3,0
78813,113,14,8
78814,11,0,1
78815,34,3,4
78816,45,5,4
78817,18,0,2
78818,26,2,2
78819,39,5,4
78820,21,1,1
78821,48,6,4
78822,89,13,9
78823,32,2,3
78824,60,9,10
78825,20,1,2
78826,22,2,2
78827,39,4,3
78828,34,5,4
78829,47,5,3
78830,39,3,1
78831,32,1,2
78832,23,1,1
78833,14,1,4
78834,17,0,2
78835,53,5,5
78836,10,0,2
78837,20,2,2
78838,13,1,3
78839,32,2,2
78840,77,13,2
78841,9,0,1
78842,19,2,4
78843,13,1,2
78844,44,4,3
78845,28,2,1
78846,46,3,1
78847,41,4,6
78848,63,9,5
78849,21,1,2
78850,34,4,3
78851,19,1,2
78852,22,2,4
78853,18,2,2
78854,41,3,2
78855,13,0,3
78856,25,1,2
78857,13,1,2
78858,42,6,3
78859,14,2,4
78860,25,2,3
78861,43,4,4
78862,22,2,3
78863,26,2,5
78864,16,0,1
78865,37,5,6
78866,15,0,2
78867,43,7,7
78868,12,1,2
78869,14,1,2
78870,23,1,2
78871,17,0,2
78872,33,4,3
78873,18,1,3
78874,40,5,5
78875,26,1,4
78876,60,10,6
78877,66,12,8
78878,36,5,5
78879,38,5,2
78880,51,8,0
78881,49,8,3
78882,18,2,3
78883,47,7,3
78884,49,5,4
78885,30,3,2
78886,43,5,3
78887,78,11,5
78888,27,2,3
78889,88,11,4
78890,48,7,4
78891,70,8,1
78892,30,5,5
78893,45,4,4
78894,32,3,4
78895,36,5,4
78896,38,2,1
78897,19,0,2
78898,40,5,5
78899,146,26,11
78900,50,3,2
78901,75,10,5
78902,32,2,1
78903,26,4,1
78904,49,5,3
78905,22,2,3
78906,30,4,3
78907,14,0,1
78908,40,5,4
78909,27,1,2
78910,36,7,5
78911,19,1,2
78912,10,1,3
78913,29,5,3
78914,10,1,3
78915,62,8,6
78916,37,4,5
78917,28,3,3
78918,17,1,2
78919,93,11,5
78920,31,3,3
78921,29,2,0
78922,39,3,5
78923,19,0,2
78924,39,5,4
78925,24,1,3
78926,115,19,11
78927,63,6,3
78928,51,5,6
78929,43,7,2
78930,16,1,2
78931,19,0,1
78932,23,1,2
78933,66,8,6
78934,31,2,2
78935,16,0,3
78936,27,2,2
78937,31,4,3
78938,53,6,6
78939,63,6,4
78940,14,0,1
78941,19,1,3
78942,15,1,2
78943,21,1,2
78944,28,2,3
78945,33,6,4
78946,10,0,1
78947,13,0,1
78948,53,7,4
78949,15,0,1
78950,35,6,4
78951,31,6,3
78952,52,6,4
78953,25,1,2
78954,32,5,3
78955,42,8,3
78956,60,8,8
78957,14,0,4
78958,25,1,1
78959,80,11,3
78960,80,9,5
78961,45,5,2
78962,65,7,2
78963,72,10,9
78964,29,6,2
78965,45,5,4
78966,59,10,3
78967,71,11,4
78968,81,12,6
78969,21,3,4
78970,16,1,2
78971,13,0,1
78972,34,2,1
78973,48,5,4
78974,63,7,5
78975,65,10,6
78976,26,2,1
78977,43,4,5
78978,26,2,2
78979,100,10,6
78980,17,1,3
78981,14,2,3
78982,24,1,4
78983,42,7,5
78984,23,2,3
78985,12,1,2
78986,38,5,3
78987,22,4,2
78988,35,1,1
78989,44,6,4
78990,48,6,3
78991,22,3,2
78992,18,3,2
78993,19,1,1
78994,37,4,4
78995,52,5,5
78996,14,2,3
78997,25,2,2
78998,24,2,3
78999,16,1,3
79000,27,3,2
79001,8,1,4
79002,91,19,7
79003,13,2,3
79004,46,5,4
79005,48,8,4
79006,33,4,4
79007,62,8,6
79008,24,2,2
79009,27,4,4
79010,11,0,4
79011,28,2,3
79012,46,7,4
79013,39,4,3
79014,19,2,2
79015,18,2,3
79016,22,2,4
79017,37,3,3
79018,31,2,4
79019,20,1,4
79020,59,9,3
79021,82,11,5
79022,38,3,3
79023,20,0,2
79024,35,3,2
79025,63,5,2
79026,53,10,2
79027,11,1,2
79028,22,4,4
79029,66,9,7
79030,22,1,3
79031,22,3,4
79032,21,3,3
79033,25,3,3
79034,51,7,5
79035,31,4,1
79036,14,0,1
79037,28,2,3
79038,12,2,4
79039,59,8,4
79040,23,3,1
79041,48,6,3
79042,17,1,3
79043,69,11,3
79044,31,4,1
79045,11,0,3
79046,37,5,3
79047,50,5,4
79048,55,5,1
79049,34,4,4
79050,41,4,3
79051,10,0,1
79052,70,5,4
79053,7,1,3
79054,17,1,3
79055,21,1,2
79056,32,2,1
79057,29,2,2
79058,62,10,7
79059,58,8,5
79060,147,20,7
79061,36,3,3
79062,54,5,3
79063,10,0,2
79064,68,8,4
79065,24,2,4
79066,31,5,5
79067,25,3,4
79068,19,0,2
79069,34,3,2
79070,18,3,3
79071,34,4,4
79072,69,7,3
79073,34,2,2
79074,27,2,2
79075,25,2,3
79076,20,1,3
79077,30,5,3
79078,23,2,2
79079,48,7,2
79080,38,2,5
79081,47,7,3
79082,133,19,11
79083,66,7,3
79084,56,5,3
79085,37,3,2
79086,11,0,3
79087,9,0,2
79088,28,2,1
79089,41,4,3
79090,22,0,2
79091,24,1,2
79092,27,1,2
79093,28,1,1
79094,29,2,2
79095,19,1,2
79096,37,7,2
79097,57,6,5
79098,25,2,3
79099,15,2,3
79100,14,1,2
79101,38,6,3
79102,32,3,3
79103,41,3,3
79104,26,2,3
79105,53,5,1
79106,15,0,2
79107,25,2,3
79108,28,2,4
79109,10,0,3
79110,55,7,2
79111,22,1,3
79112,26,2,4
79113,13,1,3
79114,27,2,1
79115,15,1,2
79116,12,1,3
79117,14,1,3
79118,29,3,2
79119,54,7,4
79120,27,2,1
79121,15,1,3
79122,49,5,3
79123,12,0,1
79124,15,0,1
79125,15,0,2
79126,16,1,3
79127,20,1,2
79128,33,2,2
79129,14,2,2
79130,34,4,2
79131,21,3,4
79132,39,6,3
79133,105,13,6
79134,20,1,1
79135,36,3,3
79136,48,6,4
79137,25,2,2
79138,16,3,3
79139,46,3,2
79140,37,3,2
79141,73,10,4
79142,50,5,4
79143,39,3,1
79144,11,0,2
79145,33,2,2
79146,46,5,2
79147,31,3,2
79148,15,2,4
79149,65,9,6
79150,51,5,4
79151,109,15,6
79152,23,4,3
79153,24,2,4
79154,123,17,6
79155,47,5,6
79156,12,2,4
79157,96,12,7
79158,29,2,4
79159,26,3,2
79160,40,3,2
79161,60,7,7
79162,74,9,7
79163,55,6,4
79164,33,2,1
79165,20,3,4
79166,33,5,2
79167,8,1,3
79168,13,0,3
79169,46,4,5
79170,34,4,4
79171,42,7,4
79172,25,3,5
79173,53,8,4
79174,66,10,6
79175,18,0,2
79176,28,3,4
79177,10,0,1
79178,37,3,1
79179,18,1,4
79180,39,3,2
79181,21,1,3
79182,23,1,1
79183,20,1,1
79184,34,2,3
79185,15,2,2
79186,17,2,3
79187,50,4,3
79188,37,1,1
79189,9,0,3
79190,28,1,0
79191,27,2,2
79192,61,8,2
79193,67,8,3
79194,20,1,2
79195,34,3,3
79196,62,9,4
79197,13,0,1
79198,16,3,2
79199,35,5,5
79200,30,2,3
79201,65,7,3
79202,74,7,4
79203,61,7,4
79204,33,3,3
79205,11,0,1
79206,61,10,7
79207,22,1,1
79208,29,2,1
79209,12,1,2
79210,21,2,2
79211,61,7,7
79212,47,5,4
79213,13,1,4
79214,24,3,2
79215,30,2,1
79216,33,4,2
79217,109,14,11
79218,38,2,5
79219,18,1,2
79220,26,2,1
79221,15,2,3
79222,71,11,8
79223,16,1,2
79224,33,4,2
79225,20,0,1
79226,35,5,6
79227,69,8,5
79228,22,3,1
79229,24,2,3
79230,10,0,2
79231,62,6,4
79232,97,11,5
79233,25,2,2
79234,30,2,1
79235,24,2,4
79236,9,0,2
79237,105,12,8
79238,65,10,7
79239,63,7,5
79240,33,2,2
79241,61,7,6
79242,20,1,2
79243,16,1,2
79244,16,2,3
79245,48,5,2
79246,24,2,4
79247,96,15,4
79248,20,2,3
79249,21,4,2
79250,96,14,4
79251,37,5,2
79252,11,0,2
79253,31,2,4
79254,37,4,2
79255,12,0,1
79256,40,4,3
79257,16,0,2
79258,47,5,3
79259,24,0,2
79260,31,4,2
79261,184,32,14
79262,8,0,3
79263,68,7,4
79264,20,1,1
79265,9,0,3
79266,18,2,2
79267,11,1,3
79268,41,3,3
79269,92,15,8
79270,41,8,3
79271,47,8,8
79272,62,8,6
79273,18,2,4
79274,35,4,3
79275,53,8,6
79276,47,5,3
79277,40,7,1
79278,37,4,3
79279,14,0,2
79280,30,1,2
79281,64,8,6
79282,80,10,4
79283,39,5,5
79284,28,4,4
79285,26,3,2
79286,29,2,2
79287,90,14,6
79288,22,1,2
79289,39,3,2
79290,18,1,2
79291,52,6,4
79292,47,5,4
79293,11,1,4
79294,11,1,3
79295,36,5,5
79296,23,1,2
79297,29,3,1
79298,10,0,3
79299,22,0,2
79300,31,4,7
79301,11,1,2
79302,89,12,6
79303,23,2,2
79304,16,1,1
79305,25,3,4
79306,18,1,3
79307,37,1,0
79308,8,0,3
79309,13,0,1
79310,17,2,1
79311,30,2,4
79312,11,1,2
79313,29,1,0
79314,8,0,3
79315,29,5,5
79316,52,4,2
79317,25,2,2
79318,20,3,4
79319,64,13,8
79320,18,0,2
79321,20,3,7
79322,40,4,4
79323,21,0,1
79324,12,0,1
79325,10,2,4
79326,31,5,3
79327,17,1,2
79328,19,0,2
79329,32,2,1
79330,13,1,3
79331,16,1,1
79332,87,13,7
79333,29,2,2
79334,13,0,3
79335,90,10,4
79336,25,2,4
79337,32,2,3
79338,17,1,3
79339,40,6,4
79340,54,5,2
79341,24,3,2
79342,72,8,5
79343,27,3,1
79344,25,2,4
79345,38,6,3
79346,27,3,3
79347,13,1,4
79348,15,1,3
79349,21,3,4
79350,70,11,5
79351,21,1,2
79352,39,4,3
79353,20,1,4
79354,12,0,2
79355,31,1,1
79356,29,2,2
79357,27,2,2
79358,69,8,5
79359,71,6,4
79360,50,6,6
79361,26,2,2
79362,29,5,4
79363,66,9,5
79364,15,1,3
79365,13,1,2
79366,64,10,3
79367,31,4,5
79368,29,6,3
79369,18,2,2
79370,91,14,4
79371,42,3,3
79372,15,1,4
79373,13,1,2
79374,43,4,5
79375,20,1,3
79376,35,5,3
79377,37,6,5
79378,17,0,2
79379,20,0,3
79380,21,0,3
79381,33,4,2
79382,17,1,2
79383,11,0,1
79384,34,4,2
79385,86,13,7
79386,30,2,2
79387,84,12,3
79388,25,2,1
79389,34,4,1
79390,41,7,4
79391,68,10,5
79392,24,3,5
79393,40,4,2
79394,23,2,3
79395,13,0,3
79396,41,4,1
79397,26,3,4
79398,21,3,4
79399,11,3,3
79400,52,7,3
79401,47,5,4
