,turns
5793,8
5794,21
5795,21
5796,17
5797,13
5798,23
5799,18
5800,18
5801,15
5802,19
5803,16
5804,19
5805,24
5806,22
5807,12
5808,14
5809,14
5810,32
5811,14
5812,14
5813,9
5814,12
5815,14
5816,15
5817,18
5818,17
5819,12
5820,14
5821,25
5822,17
5823,14
5824,8
5825,12
5826,18
5827,29
5828,19
5829,12
5830,12
5831,12
5832,35
5833,10
5834,21
5835,15
5836,11
5837,17
5838,14
5839,27
5840,22
5841,14
5842,17
5843,19
5844,17
5845,12
5846,17
5847,17
5848,15
5849,23
5850,14
5851,7
5852,40
5853,21
5854,7
5855,36
5856,32
5857,16
5858,25
5859,14
5860,12
5861,27
5862,16
5863,20
5864,21
5865,17
5866,18
5867,11
5868,14
5869,11
5870,15
5871,23
5872,21
5873,16
5874,25
5875,27
5876,13
5877,21
5878,14
5879,11
5880,18
5881,17
5882,13
5883,18
5884,19
5885,21
5886,20
5887,11
5888,14
5889,14
5890,17
5891,14
5892,22
5893,14
5894,15
5895,15
5896,18
5897,30
5898,11
5899,20
5900,12
5901,16
5902,14
5903,16
5904,23
5905,21
5906,24
5907,22
5908,10
5909,23
5910,21
5911,11
5912,27
5913,10
5914,13
5915,8
5916,9
5917,14
5918,10
5919,29
5920,26
5921,14
5922,19
5923,19
5924,26
5925,25
5926,9
5927,15
5928,19
5929,21
5930,28
5931,17
5932,14
5933,17
5934,24
5935,11
5936,25
5937,25
5938,20
5939,23
5940,12
5941,19
5942,17
5943,22
5944,13
5945,13
5946,11
5947,27
5948,17
5949,18
5950,11
5951,20
5952,18
5953,11
5954,23
5955,26
5956,25
5957,11
5958,24
5959,37
5960,10
5961,22
5962,13
5963,26
5964,21
5965,12
5966,29
5967,18
5968,9
5969,10
5970,17
5971,20
5972,9
5973,41
5974,20
5975,16
5976,22
5977,19
5978,12
5979,34
5980,15
5981,19
5982,24
5983,13
5984,13
5985,17
5986,16
5987,26
5988,15
5989,35
5990,20
5991,16
5992,20
5993,27
5994,17
5995,19
5996,10
5997,14
5998,20
5999,19
6000,21
6001,17
6002,13
6003,18
6004,16
6005,18
6006,10
6007,20
6008,15
6009,12
6010,21
6011,18
6012,13
6013,21
6014,10
6015,25
6016,19
6017,32
6018,10
6019,41
6020,10
6021,21
6022,24
6023,24
6024,17
6025,8
6026,10
6027,20
6028,19
6029,13
6030,8
6031,17
6032,13
6033,17
6034,11
6035,14
6036,11
6037,12
6038,12
6039,26
6040,27
6041,9
6042,17
6043,12
6044,9
6045,10
6046,11
6047,17
6048,36
6049,9
6050,8
6051,29
6052,14
6053,23
6054,25
6055,26
6056,19
6057,17
6058,17
6059,12
6060,13
6061,20
6062,24
6063,18
6064,14
6065,18
6066,18
6067,14
6068,29
6069,12
6070,9
6071,12
6072,48
6073,11
6074,23
6075,16
6076,14
6077,12
6078,13
6079,9
6080,16
6081,13
6082,21
6083,31
6084,10
6085,24
6086,15
6087,13
6088,22
6089,10
6090,14
6091,20
6092,18
6093,16
6094,8
6095,21
6096,29
6097,18
6098,30
6099,15
6100,16
6101,17
6102,16
6103,12
6104,24
6105,12
6106,14
6107,30
6108,23
6109,12
6110,13
6111,16
6112,11
6113,18
6114,22
6115,10
6116,14
6117,16
6118,17
6119,32
6120,26
6121,15
6122,21
6123,15
6124,18
6125,26
6126,22
6127,27
6128,11
6129,25
6130,26
6131,19
6132,18
6133,12
6134,21
6135,11
6136,21
6137,15
6138,20
6139,21
6140,12
6141,13
6142,10
6143,15
6144,15
6145,12
6146,21
6147,28
6148,9
6149,23
6150,14
6151,26
6152,13
6153,13
6154,13
6155,8
6156,13
6157,17
6158,17
6159,12
6160,21
6161,20
6162,12
6163,15
6164,17
6165,16
6166,25
6167,7
6168,10
6169,10
6170,10
6171,11
6172,14
6173,20
6174,21
6175,15
6176,8
6177,13
6178,9
6179,14
6180,11
6181,21
6182,17
6183,14
6184,17
6185,26
6186,16
6187,25
6188,10
6189,11
6190,11
6191,19
6192,13
6193,21
6194,16
6195,10
6196,8
6197,12
6198,9
6199,19
6200,13
6201,19
6202,14
6203,15
6204,29
6205,27
6206,8
6207,8
6208,33
6209,18
6210,16
6211,25
6212,13
6213,18
6214,9
6215,22
6216,23
6217,11
6218,12
6219,20
6220,13
6221,12
6222,32
6223,20
6224,17
6225,12
6226,22
6227,21
6228,21
6229,18
6230,20
6231,30
6232,23
6233,13
6234,11
6235,11
6236,13
6237,18
6238,26
6239,16
6240,20
6241,10
6242,11
6243,28
6244,13
6245,25
6246,38
6247,11
6248,30
6249,16
6250,14
6251,20
6252,26
6253,15
6254,15
6255,12
6256,35
6257,16
6258,21
6259,31
6260,13
6261,17
6262,10
6263,18
6264,17
6265,22
6266,16
6267,9
6268,11
6269,11
6270,13
6271,19
6272,13
6273,10
6274,13
6275,14
6276,11
6277,20
6278,12
6279,11
6280,13
6281,10
6282,15
6283,25
6284,26
6285,14
6286,8
6287,15
6288,16
6289,13
6290,26
6291,9
6292,18
6293,12
6294,12
6295,16
6296,11
6297,13
6298,12
6299,23
6300,13
6301,20
6302,23
6303,12
6304,15
6305,22
6306,18
6307,25
6308,17
6309,26
6310,12
6311,26
6312,23
6313,25
6314,20
6315,24
6316,14
6317,15
6318,22
6319,9
6320,10
6321,17
6322,15
6323,37
6324,16
6325,28
6326,16
6327,39
6328,24
6329,47
6330,17
6331,34
6332,23
6333,20
6334,21
6335,16
6336,10
6337,22
6338,12
6339,30
6340,16
6341,21
6342,13
6343,23
6344,10
6345,31
6346,16
6347,14
6348,15
6349,27
6350,19
6351,15
6352,13
6353,35
6354,23
6355,14
6356,22
6357,24
6358,20
6359,10
6360,13
6361,16
6362,18
6363,27
6364,20
6365,10
6366,19
6367,20
6368,12
6369,21
6370,24
6371,23
6372,16
6373,22
6374,10
6375,14
6376,12
6377,11
6378,24
6379,14
6380,12
6381,30
6382,16
6383,20
6384,19
6385,24
6386,21
6387,23
6388,11
6389,12
6390,14
6391,14
6392,22
6393,15
6394,17
6395,13
6396,24
6397,14
6398,12
6399,21
6400,26
6401,25
6402,11
6403,14
6404,16
6405,22
6406,17
6407,22
6408,18
6409,15
6410,10
6411,18
6412,13
6413,17
6414,14
6415,10
6416,15
6417,26
6418,12
6419,17
6420,22
6421,9
6422,16
6423,20
6424,31
6425,23
6426,13
6427,29
6428,20
6429,17
6430,21
6431,21
6432,10
6433,11
6434,17
6435,11
6436,9
6437,20
6438,16
6439,21
6440,25
6441,46
6442,14
6443,14
6444,10
6445,14
6446,10
6447,17
6448,18
6449,29
6450,13
6451,23
6452,9
6453,21
6454,13
6455,21
6456,14
6457,13
6458,25
6459,13
6460,27
6461,13
6462,30
6463,22
6464,31
6465,12
6466,25
6467,11
6468,22
6469,10
6470,13
6471,20
6472,14
6473,13
6474,23
6475,9
6476,15
6477,25
6478,25
6479,22
6480,21
6481,17
6482,21
6483,21
6484,15
6485,17
6486,17
6487,28
6488,17
6489,9
6490,14
6491,33
6492,15
6493,40
6494,12
6495,21
6496,34
6497,24
6498,20
6499,12
6500,11
6501,8
6502,12
6503,11
6504,18
6505,13
6506,11
6507,14
6508,14
6509,28
6510,35
6511,13
6512,19
6513,24
6514,15
6515,9
6516,20
6517,11
6518,14
6519,22
6520,19
6521,26
6522,13
6523,30
6524,19
6525,21
6526,18
6527,19
6528,19
6529,24
6530,18
6531,15
6532,16
6533,23
6534,19
6535,18
6536,15
6537,22
6538,11
6539,28
6540,16
6541,24
6542,27
6543,12
6544,17
6545,41
6546,22
6547,23
6548,12
6549,13
6550,20
6551,17
6552,30
6553,12
6554,22
6555,12
6556,15
6557,16
6558,28
6559,17
6560,18
6561,9
6562,16
6563,21
6564,12
6565,41
6566,21
6567,12
6568,24
6569,12
6570,10
6571,11
6572,19
6573,33
6574,33
6575,30
6576,15
6577,20
6578,25
6579,27
6580,10
6581,11
6582,13
6583,17
6584,17
6585,19
6586,31
6587,11
6588,19
6589,7
6590,28
6591,18
6592,19
6593,12
6594,12
6595,32
6596,8
6597,22
6598,10
6599,38
6600,15
6601,28
6602,15
6603,25
6604,15
6605,15
6606,9
6607,17
6608,22
6609,13
6610,14
6611,15
6612,12
6613,14
6614,16
6615,16
6616,20
6617,12
6618,25
6619,27
6620,11
6621,17
6622,12
6623,13
6624,22
6625,19
6626,23
6627,13
6628,17
6629,31
6630,18
6631,13
6632,7
6633,20
6634,15
6635,13
6636,13
6637,12
6638,11
6639,28
6640,20
6641,12
6642,9
6643,19
6644,30
6645,14
6646,14
6647,13
6648,9
6649,14
6650,17
6651,16
6652,9
6653,8
6654,11
6655,13
6656,11
6657,10
6658,9
6659,13
6660,11
6661,19
6662,7
6663,16
6664,9
6665,14
6666,27
6667,24
6668,11
6669,22
6670,12
6671,22
6672,18
6673,25
6674,12
6675,17
6676,38
6677,20
6678,27
6679,16
6680,10
6681,11
6682,25
6683,28
6684,18
6685,26
6686,23
6687,24
6688,18
6689,12
6690,18
6691,16
6692,17
6693,13
6694,28
6695,13
6696,30
6697,18
6698,12
6699,11
6700,9
6701,23
6702,16
6703,16
6704,11
6705,24
6706,23
6707,34
6708,12
6709,16
6710,15
6711,12
6712,11
6713,14
6714,15
6715,9
6716,13
6717,21
6718,23
6719,11
6720,13
6721,16
6722,19
6723,20
6724,13
6725,11
6726,24
6727,12
6728,17
6729,23
6730,17
6731,26
6732,13
6733,26
6734,19
6735,17
6736,12
6737,18
6738,15
6739,15
6740,19
6741,21
6742,15
6743,14
6744,10
6745,25
6746,18
6747,17
6748,18
6749,12
6750,11
6751,24
6752,27
6753,21
6754,23
6755,17
6756,22
6757,22
6758,14
6759,23
6760,27
6761,17
6762,15
6763,11
6764,12
6765,11
6766,28
6767,21
6768,14
6769,12
6770,20
6771,9
6772,15
6773,28
6774,21
6775,22
6776,29
6777,14
6778,30
6779,24
6780,10
6781,15
6782,15
6783,42
6784,25
6785,21
6786,27
6787,9
6788,16
6789,21
6790,8
6791,15
6792,21
6793,29
6794,23
6795,26
6796,18
6797,20
6798,7
6799,23
6800,12
6801,12
6802,25
6803,15
6804,12
6805,25
6806,20
6807,9
6808,10
6809,17
6810,17
6811,21
6812,16
6813,10
6814,16
6815,12
6816,24
6817,10
6818,12
6819,14
6820,20
6821,23
6822,18
6823,23
6824,18
6825,16
6826,28
6827,12
6828,26
6829,23
6830,12
6831,13
6832,16
6833,13
6834,18
6835,37
6836,18
6837,23
6838,19
6839,21
6840,15
6841,23
6842,20
6843,15
6844,9
6845,17
6846,46
6847,19
6848,21
6849,14
6850,10
6851,16
6852,21
6853,11
6854,30
6855,27
6856,13
6857,29
6858,25
6859,15
6860,14
6861,19
6862,22
6863,11
6864,17
6865,11
6866,16
6867,10
6868,31
6869,11
6870,19
6871,16
6872,12
6873,12
6874,17
6875,23
6876,28
6877,22
6878,20
6879,7
6880,15
6881,17
6882,8
6883,22
6884,15
6885,25
6886,12
6887,15
6888,13
6889,16
6890,7
6891,12
6892,22
6893,22
6894,22
6895,24
6896,13
6897,17
6898,29
6899,8
6900,21
6901,27
6902,12
6903,16
6904,15
6905,34
6906,12
6907,16
6908,12
6909,13
6910,19
6911,35
6912,11
6913,17
6914,23
6915,19
6916,23
6917,19
6918,10
6919,20
6920,23
6921,11
6922,31
6923,28
6924,20
6925,23
6926,26
6927,14
6928,9
6929,10
6930,28
6931,9
6932,11
6933,10
6934,15
6935,24
6936,17
6937,13
6938,17
6939,14
6940,25
6941,12
6942,29
6943,22
6944,19
6945,18
6946,20
6947,24
6948,23
6949,23
6950,17
6951,22
6952,14
6953,25
6954,12
6955,15
6956,12
6957,13
6958,14
6959,21
6960,9
6961,10
6962,15
6963,23
6964,10
6965,10
6966,24
6967,11
6968,30
6969,18
6970,10
6971,9
6972,11
6973,14
6974,13
6975,9
6976,31
6977,13
6978,11
6979,8
6980,13
6981,10
6982,22
6983,9
6984,12
6985,14
6986,20
6987,10
6988,17
6989,21
6990,14
6991,10
6992,18
6993,19
6994,22
6995,28
6996,20
6997,33
6998,17
6999,20
7000,14
7001,18
7002,11
7003,14
7004,13
7005,11
7006,14
7007,9
7008,23
7009,8
7010,15
7011,12
7012,14
7013,12
7014,13
7015,34
7016,26
7017,17
7018,15
7019,15
7020,23
7021,13
7022,32
7023,13
7024,17
7025,18
7026,13
7027,20
7028,26
7029,13
7030,19
7031,30
7032,17
7033,12
7034,14
7035,42
7036,23
7037,28
7038,15
7039,21
7040,20
7041,12
7042,18
7043,16
7044,33
7045,18
7046,15
7047,15
7048,14
7049,16
7050,15
7051,28
7052,14
7053,11
7054,17
7055,14
7056,9
7057,11
7058,19
7059,16
7060,13
7061,12
7062,12
7063,17
7064,20
7065,17
7066,32
7067,10
7068,9
7069,14
7070,20
7071,31
7072,13
7073,23
7074,10
7075,10
7076,15
7077,21
7078,12
7079,14
7080,15
7081,30
7082,12
7083,11
7084,19
7085,14
7086,11
7087,42
7088,21
7089,38
7090,20
7091,20
7092,10
7093,16
7094,13
7095,25
7096,16
7097,14
7098,23
7099,15
7100,18
7101,16
7102,15
7103,15
7104,24
7105,16
7106,15
7107,14
7108,18
7109,21
7110,24
7111,32
7112,14
7113,14
7114,32
7115,13
7116,12
7117,20
7118,14
7119,22
7120,27
7121,17
7122,18
7123,16
7124,26
7125,14
7126,9
7127,18
7128,24
7129,13
7130,17
7131,14
7132,12
7133,15
7134,34
7135,19
7136,18
7137,13
7138,21
7139,13
7140,14
7141,15
7142,20
7143,10
7144,17
7145,19
7146,15
7147,15
7148,19
7149,14
7150,13
7151,28
7152,9
7153,15
7154,12
7155,19
7156,18
7157,12
7158,7
7159,25
7160,10
7161,27
7162,28
7163,21
7164,25
7165,13
7166,25
7167,12
7168,17
7169,18
7170,11
7171,15
7172,17
7173,10
7174,20
7175,14
7176,13
7177,15
7178,22
7179,14
7180,12
7181,20
7182,15
7183,11
7184,15
7185,17
7186,20
7187,16
7188,25
7189,11
7190,12
7191,27
7192,12
7193,19
7194,19
7195,17
7196,12
7197,15
7198,14
7199,18
7200,15
7201,42
7202,24
7203,12
7204,12
7205,14
7206,14
7207,11
7208,21
7209,24
7210,29
7211,17
7212,12
7213,12
7214,32
7215,16
7216,23
7217,13
7218,9
7219,13
7220,15
7221,11
7222,12
7223,17
7224,29
7225,13
7226,26
7227,13
7228,39
7229,19
7230,30
7231,23
7232,24
7233,13
7234,15
7235,22
7236,13
7237,16
7238,15
7239,21
7240,24
7241,12
7242,19
7243,12
7244,18
7245,16
7246,21
7247,19
7248,22
7249,13
7250,24
7251,17
7252,14
7253,23
7254,17
7255,13
7256,8
7257,15
7258,23
7259,15
7260,18
7261,8
7262,12
7263,9
7264,19
7265,23
7266,13
7267,11
7268,16
7269,24
7270,17
7271,21
7272,14
7273,32
7274,14
7275,13
7276,15
7277,13
7278,24
7279,16
7280,12
7281,25
7282,21
7283,13
7284,13
7285,18
7286,17
7287,15
7288,9
7289,14
7290,40
7291,20
7292,24
7293,28
7294,20
7295,39
7296,19
7297,20
7298,26
7299,20
7300,17
7301,13
7302,20
7303,18
7304,14
7305,17
7306,14
7307,14
7308,27
7309,11
7310,8
7311,14
7312,26
7313,10
7314,22
7315,36
7316,12
7317,34
7318,18
7319,12
7320,14
7321,8
7322,20
7323,10
7324,12
7325,9
7326,27
7327,11
7328,15
7329,15
7330,26
7331,13
7332,23
7333,14
7334,25
7335,48
7336,10
7337,11
7338,35
7339,15
7340,19
7341,13
7342,21
7343,17
7344,12
7345,14
7346,18
7347,20
7348,24
7349,27
7350,19
7351,10
7352,22
7353,16
7354,23
7355,12
7356,15
7357,11
7358,22
7359,11
7360,25
7361,16
7362,18
7363,9
7364,10
7365,15
7366,22
7367,23
7368,10
7369,10
7370,19
7371,21
7372,19
7373,11
7374,24
7375,16
7376,12
7377,19
7378,17
7379,19
7380,11
7381,21
7382,8
7383,14
7384,14
7385,22
7386,19
7387,15
7388,25
7389,17
7390,33
7391,12
7392,9
7393,13
7394,13
7395,20
7396,9
7397,24
7398,30
7399,19
7400,28
7401,10
7402,9
7403,27
7404,30
7405,11
7406,16
7407,17
7408,13
7409,28
7410,10
7411,9
7412,18
7413,9
7414,15
7415,10
7416,8
7417,20
7418,15
7419,8
7420,23
7421,14
7422,14
7423,14
7424,25
7425,17
7426,44
7427,42
7428,16
7429,21
7430,8
7431,22
7432,14
7433,23
7434,17
7435,21
7436,11
7437,21
7438,17
7439,11
7440,14
7441,12
7442,16
7443,26
7444,24
7445,12
7446,21
7447,13
7448,10
7449,9
7450,27
7451,8
7452,21
7453,23
7454,12
7455,12
7456,9
7457,24
7458,12
7459,15
7460,12
7461,14
7462,13
7463,12
7464,21
7465,22
7466,12
7467,14
7468,14
7469,8
7470,11
7471,14
7472,13
7473,14
7474,17
7475,20
7476,19
7477,12
7478,63
7479,18
7480,21
7481,22
7482,8
7483,10
7484,11
7485,22
7486,32
7487,22
7488,22
7489,18
7490,12
7491,10
7492,15
7493,22
7494,21
7495,10
7496,12
7497,17
7498,10
7499,11
7500,16
7501,31
7502,19
7503,18
7504,26
7505,22
7506,20
7507,19
7508,14
7509,12
7510,23
7511,15
7512,21
7513,22
7514,18
7515,16
7516,23
7517,10
7518,13
7519,16
7520,10
7521,24
7522,16
7523,17
7524,15
7525,43
7526,22
7527,19
7528,32
7529,19
7530,13
7531,17
7532,19
7533,17
7534,27
7535,19
7536,14
7537,48
7538,29
7539,15
7540,26
7541,10
7542,17
7543,10
7544,22
7545,12
7546,12
7547,15
7548,13
7549,18
7550,13
7551,23
7552,7
7553,12
7554,14
7555,18
7556,14
7557,21
7558,12
7559,20
7560,12
7561,23
7562,21
7563,36
7564,22
7565,9
7566,10
7567,14
7568,27
7569,14
7570,15
7571,13
7572,14
7573,18
7574,20
7575,19
7576,20
7577,20
7578,23
7579,9
7580,13
7581,13
7582,17
7583,7
7584,28
7585,21
7586,18
7587,23
7588,24
7589,20
7590,11
7591,14
7592,10
7593,11
7594,17
7595,16
7596,24
7597,17
7598,22
7599,13
7600,24
7601,14
7602,9
7603,13
7604,20
7605,10
7606,11
7607,12
7608,16
7609,13
7610,18
7611,12
7612,20
7613,16
7614,27
7615,11
7616,15
7617,12
7618,21
7619,24
7620,11
7621,9
7622,17
7623,13
7624,20
7625,17
7626,30
7627,13
7628,23
7629,13
7630,45
7631,12
7632,21
7633,12
7634,9
7635,11
7636,22
7637,15
7638,11
7639,26
7640,12
7641,13
7642,21
7643,26
7644,19
7645,21
7646,13
7647,13
7648,12
7649,11
7650,20
7651,17
7652,13
7653,17
7654,18
7655,23
7656,38
7657,22
7658,22
7659,12
7660,25
7661,14
7662,26
7663,12
7664,9
7665,12
7666,21
7667,14
7668,11
7669,15
7670,11
7671,11
7672,11
7673,28
7674,31
7675,12
7676,19
7677,20
7678,12
7679,18
7680,19
7681,23
7682,17
7683,16
7684,11
7685,24
7686,25
7687,9
7688,13
7689,15
7690,16
7691,15
7692,18
7693,24
7694,37
7695,30
7696,8
7697,23
7698,16
7699,10
7700,12
7701,28
7702,20
7703,16
7704,14
7705,11
7706,18
7707,26
7708,11
7709,32
7710,7
7711,13
7712,11
7713,11
7714,14
7715,14
7716,15
7717,8
7718,11
7719,14
7720,8
7721,17
7722,15
7723,26
7724,11
7725,12
7726,34
7727,44
7728,28
7729,26
7730,19
7731,21
7732,13
7733,15
7734,10
7735,14
7736,21
7737,10
7738,14
7739,9
7740,25
7741,44
7742,9
7743,21
7744,21
7745,18
7746,21
7747,17
7748,10
7749,13
7750,25
7751,17
7752,16
7753,9
7754,14
7755,18
7756,16
7757,12
7758,15
7759,13
7760,10
7761,25
7762,10
7763,14
7764,19
7765,23
7766,15
7767,26
7768,16
7769,17
7770,26
7771,13
7772,13
7773,17
7774,10
7775,10
7776,12
7777,12
7778,26
7779,16
7780,23
7781,13
7782,10
7783,15
7784,21
7785,32
7786,12
7787,17
7788,16
7789,12
7790,13
7791,23
7792,27
7793,14
7794,22
7795,38
7796,39
7797,23
7798,13
7799,13
7800,21
7801,17
7802,47
7803,22
7804,11
7805,12
7806,23
7807,19
7808,7
7809,26
7810,16
7811,13
7812,21
7813,15
7814,17
7815,11
7816,21
7817,9
7818,12
7819,15
7820,21
7821,11
7822,11
7823,13
7824,23
7825,13
7826,22
7827,12
7828,28
7829,33
7830,16
7831,28
7832,22
7833,12
7834,12
7835,15
7836,8
7837,22
7838,62
7839,21
7840,19
7841,18
7842,16
7843,17
7844,12
7845,13
7846,16
7847,18
7848,18
7849,18
7850,12
7851,35
7852,20
7853,30
7854,14
7855,22
7856,13
7857,20
7858,22
7859,27
7860,10
7861,33
7862,12
7863,16
7864,33
7865,33
7866,36
7867,18
7868,9
7869,20
7870,13
7871,29
7872,16
7873,15
7874,13
7875,34
7876,11
7877,12
7878,39
7879,20
7880,25
7881,9
7882,11
7883,16
7884,17
7885,25
7886,22
7887,14
7888,21
7889,15
7890,15
7891,12
7892,20
7893,25
7894,13
7895,11
7896,29
7897,14
7898,15
7899,15
7900,15
7901,24
7902,23
7903,24
7904,23
7905,19
7906,11
7907,18
7908,21
7909,20
7910,16
7911,26
7912,18
7913,26
7914,22
7915,16
7916,17
7917,8
7918,15
7919,16
7920,17
7921,9
7922,40
7923,22
7924,16
7925,17
7926,21
7927,15
7928,14
7929,10
7930,33
7931,8
7932,37
7933,14
7934,14
7935,10
7936,11
7937,15
7938,16
7939,11
7940,20
7941,23
7942,25
7943,15
7944,22
7945,17
7946,13
7947,9
7948,18
7949,14
7950,19
7951,12
7952,8
7953,16
7954,22
7955,22
7956,24
7957,13
7958,14
7959,26
7960,12
7961,10
7962,46
7963,12
7964,13
7965,15
7966,17
7967,32
7968,13
7969,9
7970,19
7971,15
7972,22
7973,26
7974,11
7975,18
7976,16
7977,12
7978,17
7979,21
7980,11
7981,27
7982,13
7983,20
7984,28
7985,23
7986,19
7987,31
7988,20
7989,14
7990,24
7991,32
7992,17
7993,27
7994,19
7995,15
7996,18
7997,9
7998,35
7999,16
8000,15
8001,24
8002,11
8003,21
8004,17
8005,31
8006,31
8007,10
8008,22
8009,27
8010,14
8011,21
8012,20
8013,25
8014,30
8015,19
8016,16
8017,9
8018,16
8019,19
8020,32
8021,15
8022,21
8023,10
8024,26
8025,19
8026,36
8027,10
8028,13
8029,21
8030,12
8031,24
8032,20
8033,11
8034,21
8035,10
8036,12
8037,17
8038,13
8039,15
8040,13
8041,10
8042,12
8043,13
8044,11
8045,33
8046,12
8047,12
8048,14
8049,13
8050,12
8051,27
8052,12
8053,10
8054,11
8055,13
8056,33
8057,14
8058,16
8059,9
8060,18
8061,16
8062,12
8063,15
8064,8
8065,14
8066,32
8067,10
8068,14
8069,23
8070,13
8071,12
8072,24
8073,16
8074,17
8075,16
8076,16
8077,14
8078,13
8079,10
8080,17
8081,14
8082,24
8083,17
8084,14
8085,20
8086,27
8087,15
8088,13
8089,17
8090,27
8091,14
8092,33
8093,26
8094,16
8095,21
8096,16
8097,12
8098,15
8099,12
8100,13
8101,22
8102,15
8103,10
8104,19
8105,10
8106,10
8107,41
8108,13
8109,10
8110,22
8111,12
8112,31
8113,16
8114,17
8115,17
8116,19
8117,12
8118,18
8119,15
8120,16
8121,24
8122,15
8123,19
8124,29
8125,21
8126,27
8127,23
8128,12
8129,17
8130,20
8131,13
8132,12
8133,18
8134,8
8135,27
8136,19
8137,15
8138,24
8139,21
8140,20
8141,9
8142,17
8143,30
8144,20
8145,12
8146,15
8147,11
8148,25
8149,22
8150,28
8151,10
8152,13
8153,10
8154,9
8155,47
8156,10
8157,13
8158,20
8159,18
8160,21
8161,13
8162,11
8163,21
8164,13
8165,15
8166,27
8167,18
8168,27
8169,21
8170,15
8171,19
8172,17
8173,18
8174,11
8175,26
8176,18
8177,19
8178,9
8179,20
8180,20
8181,19
8182,16
8183,16
8184,14
8185,16
8186,20
8187,36
8188,9
8189,15
8190,14
8191,23
8192,22
8193,16
8194,16
8195,27
8196,19
8197,12
8198,14
8199,19
8200,14
8201,12
8202,16
8203,19
8204,20
8205,17
8206,17
8207,17
8208,13
8209,35
8210,16
8211,18
8212,10
8213,22
8214,16
8215,42
8216,15
8217,11
8218,13
8219,21
8220,14
8221,21
8222,23
8223,15
8224,15
8225,16
8226,17
8227,12
8228,20
8229,31
8230,17
8231,27
8232,21
8233,27
8234,13
8235,15
8236,11
8237,17
8238,20
8239,13
8240,14
8241,11
8242,11
8243,14
8244,15
8245,17
8246,11
8247,11
8248,28
8249,17
8250,20
8251,18
8252,23
8253,19
8254,14
8255,8
8256,18
8257,28
8258,20
8259,14
8260,16
8261,9
8262,21
8263,26
8264,11
8265,20
8266,17
8267,16
8268,30
8269,14
8270,14
8271,8
8272,23
8273,17
8274,16
8275,11
8276,13
8277,15
8278,13
8279,24
8280,9
8281,26
8282,16
8283,21
8284,16
8285,31
8286,32
8287,14
8288,13
8289,13
8290,21
8291,15
8292,14
8293,16
8294,14
8295,11
8296,27
8297,16
8298,13
8299,18
8300,16
8301,13
8302,12
8303,17
8304,24
8305,14
8306,14
8307,17
8308,14
8309,12
8310,8
8311,14
8312,23
8313,20
8314,11
8315,26
8316,12
8317,12
8318,19
8319,13
8320,24
8321,15
8322,21
8323,11
8324,15
8325,20
8326,17
8327,16
8328,13
8329,17
8330,25
8331,11
8332,9
8333,15
8334,8
8335,10
8336,10
8337,16
8338,12
8339,30
8340,18
8341,18
8342,32
8343,44
8344,19
8345,12
8346,11
8347,10
8348,21
8349,19
8350,12
8351,14
8352,19
8353,12
8354,15
8355,19
8356,13
8357,12
8358,17
8359,23
8360,16
8361,23
8362,29
8363,10
8364,19
8365,12
8366,13
8367,11
8368,36
8369,22
8370,19
8371,14
8372,15
8373,12
8374,11
8375,17
8376,9
8377,22
8378,12
8379,12
8380,13
8381,14
8382,20
8383,16
8384,33
8385,10
8386,12
8387,28
8388,29
8389,20
8390,18
8391,26
8392,23
8393,14
8394,8
8395,25
8396,16
8397,31
8398,14
8399,24
8400,9
8401,17
8402,14
8403,9
8404,14
8405,18
8406,19
8407,15
8408,11
8409,10
8410,11
8411,18
8412,23
8413,17
8414,29
8415,14
8416,12
8417,12
8418,9
8419,40
8420,27
8421,24
8422,17
8423,19
8424,19
8425,11
8426,12
8427,19
8428,13
8429,7
8430,23
8431,13
8432,18
8433,29
8434,36
8435,11
8436,23
8437,10
8438,13
8439,11
8440,7
8441,7
8442,15
8443,9
8444,16
8445,22
8446,18
8447,18
8448,9
8449,14
8450,28
8451,9
8452,33
8453,10
8454,21
8455,23
8456,20
8457,17
8458,24
8459,15
8460,16
8461,18
8462,12
8463,15
8464,36
8465,19
8466,12
8467,23
8468,15
8469,16
8470,15
8471,28
8472,31
8473,14
8474,16
8475,11
8476,10
8477,40
8478,10
8479,22
8480,20
8481,16
8482,11
8483,10
8484,50
8485,13
8486,14
8487,24
8488,14
8489,18
8490,18
8491,17
8492,33
8493,20
8494,8
8495,16
8496,13
8497,15
8498,14
8499,15
8500,7
8501,10
8502,9
8503,18
8504,32
8505,17
8506,25
8507,28
8508,16
8509,24
8510,22
8511,20
8512,20
8513,13
8514,19
8515,16
8516,21
8517,8
8518,20
8519,24
8520,13
8521,16
8522,19
8523,16
8524,24
8525,17
8526,7
8527,8
8528,21
8529,15
8530,41
8531,20
8532,18
8533,12
8534,17
8535,12
8536,14
8537,12
8538,12
8539,9
8540,19
8541,15
8542,21
8543,14
8544,19
8545,22
8546,13
8547,17
8548,23
8549,34
8550,15
8551,20
8552,11
8553,32
8554,16
8555,21
8556,23
8557,10
8558,23
8559,18
8560,17
8561,12
8562,30
8563,26
8564,26
8565,16
8566,12
8567,20
8568,17
8569,12
8570,22
8571,11
8572,16
8573,11
8574,12
8575,20
8576,11
8577,20
8578,11
8579,17
8580,34
8581,10
8582,15
8583,13
8584,19
8585,11
8586,9
8587,21
8588,21
8589,11
8590,17
8591,21
