,turns,player_position1,player_position2
4768,13,36,99
4769,9,99,73
4770,30,65,99
4771,12,51,99
4772,19,99,71
4773,24,68,99
4774,11,31,99
4775,27,41,99
4776,26,99,82
4777,21,99,83
4778,16,99,96
4779,17,99,40
4780,26,67,99
4781,25,99,52
4782,42,78,99
4783,19,57,99
4784,28,99,74
4785,22,99,36
4786,14,76,99
4787,11,43,99
4788,18,99,84
4789,15,99,24
4790,15,99,78
4791,14,99,93
4792,34,51,99
4793,28,68,99
4794,21,93,99
4795,22,33,99
4796,18,77,99
4797,22,82,99
4798,17,99,19
4799,18,85,99
4800,13,12,99
4801,21,64,99
4802,19,84,99
4803,25,99,89
4804,13,99,72
4805,12,99,59
4806,22,42,99
4807,22,22,99
4808,41,99,31
4809,16,99,47
4810,22,99,12
4811,16,99,91
4812,14,88,99
4813,20,99,34
4814,21,99,44
4815,17,99,41
4816,19,99,16
4817,35,99,95
4818,52,83,99
4819,14,65,99
4820,16,25,99
4821,14,81,99
4822,12,99,30
4823,16,23,99
4824,18,99,75
4825,50,99,88
4826,25,99,82
4827,18,99,66
4828,21,99,45
4829,15,99,72
4830,35,85,99
4831,22,11,99
4832,22,99,25
4833,46,19,99
4834,44,67,99
4835,26,99,43
4836,18,43,99
4837,51,99,31
4838,14,47,99
4839,8,10,99
4840,18,99,10
4841,22,84,99
4842,40,99,80
4843,35,99,26
4844,24,5,99
4845,12,29,99
4846,15,14,99
4847,14,99,38
4848,13,99,29
4849,62,36,99
4850,22,77,99
4851,17,89,99
4852,63,23,99
4853,16,99,96
4854,21,99,99
4855,49,99,74
4856,33,93,99
4857,28,99,91
4858,16,73,99
4859,26,99,84
4860,14,99,33
4861,26,99,89
4862,35,73,99
4863,15,99,90
4864,25,77,99
4865,23,99,88
4866,23,87,99
4867,55,98,99
4868,36,96,99
4869,28,99,87
4870,13,99,96
4871,19,89,99
4872,15,99,52
4873,19,51,99
4874,32,38,99
4875,29,58,99
4876,31,99,49
4877,11,99,49
4878,12,99,74
4879,20,99,62
4880,27,99,59
4881,19,84,99
4882,17,99,21
4883,44,95,99
4884,23,99,22
4885,18,57,99
4886,25,99,78
4887,21,66,99
4888,17,26,99
4889,23,83,99
4890,16,10,99
4891,12,99,73
4892,22,99,82
4893,32,99,23
4894,22,99,18
4895,17,83,99
4896,36,99,88
4897,35,58,99
4898,29,96,99
4899,18,84,99
4900,32,99,34
4901,10,33,99
4902,22,99,23
4903,34,99,78
4904,35,99,68
4905,29,99,67
4906,19,23,99
4907,15,99,91
4908,15,99,62
4909,16,99,37
4910,19,74,99
4911,9,29,99
4912,12,62,99
4913,21,99,31
4914,15,99,40
4915,15,99,19
4916,18,99,99
4917,19,99,28
4918,16,99,45
4919,30,90,99
4920,22,99,90
4921,19,83,99
4922,12,99,47
4923,8,13,99
4924,37,85,99
4925,52,99,66
4926,19,99,45
4927,17,26,99
4928,11,99,93
4929,26,99,34
4930,52,99,44
4931,12,33,99
4932,15,99,59
4933,10,99,66
4934,14,99,23
4935,28,99,82
4936,9,43,99
4937,14,45,99
4938,34,99,23
4939,14,89,99
4940,45,83,99
4941,23,82,99
4942,14,99,96
4943,17,31,99
4944,15,95,99
4945,46,99,11
4946,49,22,99
4947,17,26,99
4948,12,99,58
4949,21,99,19
4950,74,99,5
4951,9,37,99
4952,27,18,99
4953,23,99,99
4954,26,99,37
4955,20,99,85
4956,58,29,99
4957,18,99,25
4958,29,47,99
4959,43,65,99
4960,20,99,22
4961,23,41,99
4962,22,52,99
4963,31,99,99
4964,22,77,99
4965,21,99,87
4966,8,29,99
4967,32,74,99
4968,36,99,16
4969,13,44,99
4970,17,39,99
4971,14,99,91
4972,35,99,41
4973,51,99,99
4974,22,99,66
4975,10,32,99
4976,40,99,91
4977,18,99,10
4978,30,99,31
4979,13,99,34
4980,17,99,78
4981,13,99,14
4982,27,99,22
4983,44,85,99
4984,23,83,99
4985,22,65,99
4986,21,80,99
4987,26,99,43
4988,10,26,99
4989,24,82,99
4990,13,99,22
4991,31,99,66
4992,20,99,95
4993,17,99,33
4994,14,99,88
4995,19,31,99
4996,19,99,25
4997,20,99,60
4998,26,99,41
4999,30,91,99
5000,29,99,99
5001,29,80,99
5002,29,82,99
5003,22,59,99
5004,33,52,99
5005,9,99,25
5006,16,45,99
5007,43,99,52
5008,17,21,99
5009,19,99,90
5010,10,38,99
5011,11,99,10
5012,26,99,78
5013,16,99,66
5014,8,56,99
5015,35,99,58
5016,18,99,18
5017,25,14,99
5018,19,99,67
5019,15,10,99
5020,17,99,57
5021,14,99,56
5022,14,99,77
5023,17,59,99
5024,19,99,43
5025,26,99,45
5026,71,67,99
5027,17,99,77
5028,19,99,21
5029,26,99,47
5030,27,99,23
5031,21,99,49
5032,13,99,43
5033,25,99,29
5034,29,99,85
5035,17,81,99
5036,19,99,53
5037,23,99,65
5038,26,71,99
5039,22,99,32
5040,41,99,90
5041,8,41,99
5042,31,99,60
5043,10,99,19
5044,12,99,87
5045,18,62,99
5046,42,42,99
5047,26,99,39
5048,28,83,99
5049,11,99,33
5050,32,99,81
5051,20,99,26
5052,8,32,99
5053,16,99,90
5054,18,99,58
5055,19,40,99
5056,33,13,99
5057,50,26,99
5058,21,99,93
5059,18,83,99
5060,14,51,99
5061,22,99,89
5062,19,99,32
5063,41,99,39
5064,24,43,99
5065,12,99,60
5066,14,83,99
5067,45,18,99
5068,18,42,99
5069,36,23,99
5070,12,99,23
5071,19,10,99
5072,14,99,43
5073,39,60,99
5074,13,42,99
5075,38,59,99
5076,21,59,99
5077,37,18,99
5078,16,99,41
5079,10,99,43
5080,8,99,24
5081,10,99,30
5082,30,59,99
5083,47,99,72
5084,45,66,99
5085,19,99,47
5086,23,29,99
5087,35,99,39
5088,19,77,99
5089,11,99,45
5090,20,99,45
5091,47,78,99
5092,15,84,99
5093,14,99,44
5094,13,99,56
5095,14,72,99
5096,24,83,99
5097,27,99,17
5098,13,99,53
5099,9,99,74
5100,17,25,99
5101,16,99,25
5102,15,99,66
5103,23,10,99
5104,16,77,99
5105,12,36,99
5106,26,99,84
5107,12,81,99
5108,12,43,99
5109,19,99,34
5110,40,99,42
5111,20,99,69
5112,25,87,99
5113,30,88,99
5114,13,99,99
5115,18,30,99
5116,17,99,14
5117,18,99,75
5118,13,99,91
5119,23,99,72
5120,9,29,99
5121,19,99,68
5122,8,40,99
5123,19,36,99
5124,24,84,99
5125,22,51,99
5126,24,99,25
5127,33,25,99
5128,13,99,44
5129,35,99,66
5130,17,99,39
5131,10,99,56
5132,37,99,10
5133,73,99,83
5134,15,99,39
5135,30,99,88
5136,46,99,84
5137,19,85,99
5138,14,23,99
5139,16,99,29
5140,12,31,99
5141,20,99,82
5142,23,37,99
5143,12,99,45
5144,28,43,99
5145,34,74,99
5146,20,99,26
5147,36,99,38
5148,44,99,31
5149,28,42,99
5150,46,31,99
5151,15,99,49
5152,9,43,99
5153,49,91,99
5154,25,41,99
5155,25,99,29
5156,29,99,24
5157,15,99,45
5158,7,99,23
5159,17,99,31
5160,11,99,47
5161,37,99,93
5162,22,99,24
5163,9,84,99
5164,17,23,99
5165,10,99,45
5166,23,99,82
5167,29,99,67
5168,25,99,25
5169,60,99,21
5170,38,99,65
5171,33,23,99
5172,9,99,30
5173,20,99,71
5174,13,99,85
5175,14,24,99
5176,33,32,99
5177,26,42,99
5178,21,99,5
5179,30,99,29
5180,28,47,99
5181,20,99,59
5182,20,99,22
5183,10,99,90
5184,17,99,5
5185,22,88,99
5186,21,99,89
5187,12,49,99
5188,19,99,23
5189,14,53,99
5190,25,99,23
5191,15,99,65
5192,23,99,30
5193,26,99,83
5194,8,99,19
5195,42,99,95
5196,50,96,99
5197,16,99,23
5198,17,45,99
5199,10,33,99
5200,31,99,43
5201,23,99,43
5202,31,99,24
5203,24,78,99
5204,31,93,99
5205,22,75,99
5206,16,54,99
5207,11,99,49
5208,30,99,89
5209,25,39,99
5210,23,99,64
5211,86,59,99
5212,21,98,99
5213,25,77,99
5214,18,99,56
5215,15,85,99
5216,11,99,24
5217,29,13,99
5218,21,89,99
5219,12,99,30
5220,13,99,44
5221,30,32,99
5222,36,99,25
5223,33,82,99
5224,18,31,99
5225,18,29,99
5226,27,72,99
5227,36,49,99
5228,10,45,99
5229,13,16,99
5230,27,99,77
5231,36,88,99
5232,11,41,99
5233,20,36,99
5234,39,60,99
5235,24,47,99
5236,12,99,39
5237,13,40,99
5238,12,99,44
5239,20,99,39
5240,20,45,99
5241,26,99,75
5242,25,99,31
5243,26,13,99
5244,24,83,99
5245,15,38,99
5246,10,99,96
5247,9,99,44
5248,30,99,18
5249,15,25,99
5250,22,99,23
5251,12,99,28
5252,27,99,47
5253,11,28,99
5254,34,99,99
5255,14,14,99
5256,52,99,76
5257,42,99,76
5258,21,99,25
5259,24,43,99
5260,23,49,99
5261,62,99,83
5262,34,99,31
5263,9,99,30
5264,18,36,99
5265,19,99,52
5266,26,72,99
5267,12,73,99
5268,15,36,99
5269,22,99,89
5270,27,91,99
5271,9,52,99
5272,25,99,87
5273,28,59,99
5274,21,99,81
5275,46,99,54
5276,23,47,99
5277,89,99,28
5278,12,99,13
5279,33,99,83
5280,26,99,23
5281,8,99,51
5282,10,99,21
5283,20,99,39
5284,26,99,85
5285,13,99,51
5286,28,99,64
5287,20,99,81
5288,34,99,54
5289,9,16,99
5290,28,99,23
5291,30,85,99
5292,17,34,99
5293,21,99,99
5294,46,99,25
5295,24,87,99
5296,25,99,75
5297,12,99,98
5298,27,76,99
5299,14,77,99
5300,9,10,99
5301,13,25,99
5302,34,99,22
5303,11,29,99
5304,21,89,99
5305,37,53,99
5306,20,90,99
5307,29,43,99
5308,11,99,17
5309,17,67,99
5310,37,30,99
5311,30,88,99
5312,21,52,99
5313,13,99,89
5314,34,99,10
5315,17,99,17
5316,53,89,99
5317,20,99,72
5318,23,99,21
5319,62,69,99
5320,23,52,99
5321,46,59,99
5322,53,5,99
5323,26,99,33
5324,9,16,99
5325,20,26,99
5326,27,99,10
5327,38,57,99
5328,15,99,12
5329,26,88,99
5330,19,42,99
5331,14,65,99
5332,36,52,99
5333,23,47,99
5334,20,25,99
5335,24,68,99
5336,9,78,99
5337,17,18,99
5338,13,99,23
5339,24,32,99
5340,35,85,99
5341,10,99,53
5342,15,57,99
5343,14,45,99
5344,22,90,99
5345,30,47,99
5346,32,7,99
5347,40,99,59
5348,14,90,99
5349,19,44,99
5350,17,99,73
5351,25,99,81
5352,14,23,99
5353,18,38,99
5354,23,99,26
5355,16,44,99
5356,23,99,95
5357,18,99,95
5358,37,87,99
5359,20,99,74
5360,14,99,84
5361,20,99,90
5362,18,85,99
5363,30,56,99
5364,12,17,99
5365,14,19,99
5366,11,41,99
5367,27,60,99
5368,12,99,11
5369,15,99,22
5370,17,49,99
5371,22,44,99
5372,15,43,99
5373,15,99,73
5374,10,72,99
5375,28,95,99
5376,21,44,99
5377,20,36,99
5378,20,82,99
5379,15,11,99
5380,14,99,31
5381,21,83,99
5382,32,56,99
5383,10,39,99
5384,21,99,84
5385,9,47,99
5386,48,99,19
5387,25,99,90
5388,18,99,74
5389,24,99,72
5390,31,30,99
5391,29,62,99
5392,29,99,23
5393,41,99,7
5394,23,99,18
5395,22,99,89
5396,22,19,99
5397,16,99,90
5398,23,99,82
5399,12,24,99
5400,19,99,77
5401,11,74,99
5402,16,99,31
5403,16,83,99
5404,24,60,99
5405,22,99,87
5406,17,99,88
5407,23,99,25
5408,12,42,99
5409,14,99,25
5410,19,99,91
5411,13,30,99
5412,16,99,23
5413,15,16,99
5414,17,87,99
5415,32,28,99
5416,20,99,74
5417,36,99,59
5418,42,58,99
5419,18,99,68
5420,13,52,99
5421,22,99,24
5422,12,54,99
5423,8,23,99
5424,72,99,88
5425,12,99,43
5426,30,99,99
5427,19,10,99
5428,35,43,99
5429,29,84,99
5430,24,41,99
5431,16,44,99
5432,41,99,72
5433,26,99,49
5434,72,90,99
5435,20,85,99
5436,23,74,99
5437,33,99,28
5438,41,81,99
5439,24,99,53
5440,11,99,11
5441,17,74,99
5442,33,41,99
5443,17,99,38
5444,11,67,99
5445,26,99,9
5446,33,99,49
5447,41,33,99
5448,34,99,31
5449,30,99,53
5450,14,99,77
5451,33,18,99
5452,21,66,99
5453,41,99,56
5454,35,25,99
5455,25,44,99
5456,21,22,99
5457,14,42,99
5458,29,99,88
5459,28,72,99
5460,46,99,78
5461,11,43,99
5462,25,99,59
5463,34,99,43
5464,10,99,12
5465,28,30,99
5466,33,31,99
5467,14,45,99
5468,39,99,38
5469,26,99,77
5470,24,99,41
5471,14,99,68
5472,44,99,58
5473,20,99,89
5474,16,99,40
5475,20,37,99
5476,12,42,99
5477,50,99,81
5478,22,19,99
5479,10,33,99
5480,15,99,56
5481,20,66,99
5482,10,26,99
5483,11,18,99
5484,14,45,99
5485,8,99,47
5486,11,34,99
5487,24,83,99
5488,44,37,99
5489,24,87,99
5490,25,99,21
5491,14,99,19
5492,24,99,44
5493,18,99,40
5494,28,99,54
5495,13,99,45
5496,20,99,83
5497,23,72,99
5498,22,30,99
5499,33,99,83
5500,18,99,62
5501,14,42,99
5502,12,99,96
5503,19,99,71
5504,40,23,99
5505,11,99,84
5506,18,93,99
5507,18,80,99
5508,60,96,99
5509,16,99,76
5510,27,65,99
5511,15,38,99
5512,29,99,44
5513,20,89,99
5514,49,99,23
5515,50,99,26
5516,12,18,99
5517,9,25,99
5518,15,99,38
5519,29,99,74
5520,11,73,99
5521,31,99,24
5522,27,99,66
5523,16,96,99
5524,26,83,99
5525,47,99,87
5526,20,74,99
5527,21,75,99
5528,49,38,99
5529,30,99,95
5530,12,75,99
5531,21,39,99
5532,17,99,30
5533,15,99,78
5534,8,31,99
5535,16,99,90
5536,12,28,99
5537,24,99,32
5538,12,99,62
5539,27,99,53
5540,23,26,99
5541,9,99,25
5542,17,99,25
5543,14,42,99
5544,7,43,99
5545,19,99,44
5546,29,99,5
5547,25,77,99
5548,25,72,99
5549,38,99,91
5550,30,99,75
5551,19,99,95
5552,21,99,74
5553,15,24,99
5554,25,99,75
5555,18,77,99
5556,43,72,99
5557,24,99,75
5558,24,99,56
5559,66,99,41
5560,31,59,99
5561,11,99,78
5562,10,99,93
5563,43,17,99
5564,27,99,83
5565,10,77,99
5566,21,99,65
5567,60,99,60
5568,19,77,99
5569,21,99,54
5570,27,99,69
5571,13,77,99
5572,39,30,99
5573,33,99,10
5574,25,99,95
5575,24,90,99
5576,29,76,99
5577,11,99,43
5578,26,99,62
5579,24,99,43
5580,32,96,99
5581,10,99,14
5582,48,32,99
5583,48,99,82
5584,16,99,76
5585,15,99,41
5586,39,99,26
5587,35,23,99
5588,48,59,99
5589,10,40,99
5590,23,90,99
5591,26,99,24
5592,35,24,99
5593,31,99,99
5594,18,99,90
5595,27,68,99
5596,14,99,43
5597,13,99,52
5598,19,65,99
5599,51,34,99
5600,12,99,93
5601,24,99,14
5602,15,99,30
5603,43,24,99
5604,14,99,76
5605,17,31,99
5606,10,77,99
5607,12,99,22
5608,69,99,23
5609,17,99,44
5610,17,82,99
5611,25,99,18
5612,31,99,43
5613,20,99,75
5614,15,24,99
5615,13,99,25
5616,13,30,99
5617,12,45,99
5618,8,83,99
5619,16,99,83
5620,11,99,41
5621,31,75,99
5622,18,59,99
5623,8,59,99
5624,24,99,76
5625,43,99,37
5626,15,99,38
5627,51,77,99
5628,20,99,81
5629,18,99,7
5630,22,99,85
5631,35,45,99
5632,15,99,75
5633,17,75,99
5634,62,99,99
5635,36,96,99
5636,49,99,73
5637,38,99,77
5638,22,99,67
5639,20,25,99
5640,79,67,99
5641,21,99,34
5642,117,99,66
5643,32,99,23
5644,17,99,74
5645,17,99,57
5646,15,99,22
5647,17,99,91
5648,21,11,99
5649,18,99,22
5650,19,91,99
5651,16,22,99
5652,18,99,90
5653,41,62,99
5654,10,25,99
5655,20,40,99
5656,22,99,41
5657,20,22,99
5658,18,99,52
5659,21,99,88
5660,46,37,99
5661,23,78,99
5662,13,74,99
5663,14,99,90
5664,39,6,99
5665,15,22,99
5666,35,99,49
5667,23,10,99
5668,18,99,34
5669,21,99,31
5670,24,30,99
5671,17,36,99
5672,41,99,66
5673,20,99,17
5674,43,81,99
5675,10,90,99
5676,30,77,99
5677,11,99,36
5678,23,99,90
5679,17,31,99
5680,34,71,99
5681,33,99,33
5682,18,89,99
5683,16,99,66
5684,29,99,91
5685,18,99,77
5686,27,10,99
5687,16,64,99
5688,22,43,99
5689,15,99,77
5690,15,99,93
5691,7,99,83
5692,23,25,99
5693,22,72,99
5694,16,99,83
5695,29,82,99
5696,17,99,77
5697,13,99,80
5698,22,53,99
5699,10,99,66
5700,24,85,99
5701,38,77,99
5702,19,45,99
5703,36,99,84
5704,24,74,99
5705,33,99,22
5706,39,99,34
5707,13,83,99
5708,29,43,99
5709,27,96,99
5710,19,18,99
5711,24,99,41
5712,43,47,99
5713,91,90,99
5714,12,99,10
5715,9,99,93
5716,33,65,99
5717,50,99,37
5718,13,49,99
5719,19,90,99
5720,55,95,99
5721,27,34,99
5722,14,99,69
5723,12,99,47
5724,16,19,99
5725,8,11,99
5726,17,12,99
5727,25,43,99
5728,12,78,99
5729,42,99,10
5730,16,85,99
5731,34,99,49
5732,30,33,99
5733,8,39,99
5734,15,99,90
5735,24,89,99
5736,18,80,99
5737,39,99,89
5738,16,25,99
5739,26,21,99
5740,22,71,99
5741,54,99,18
5742,19,21,99
5743,15,90,99
5744,20,43,99
5745,19,99,83
5746,24,82,99
5747,27,99,41
5748,34,84,99
5749,14,83,99
5750,18,90,99
5751,18,82,99
5752,22,99,56
5753,8,99,36
5754,14,99,10
5755,21,99,93
5756,10,99,59
5757,15,12,99
5758,30,16,99
5759,21,93,99
5760,32,87,99
5761,22,99,73
5762,24,99,40
5763,19,99,75
5764,24,22,99
5765,24,33,99
5766,29,99,47
5767,33,99,78
5768,26,51,99
5769,22,99,74
5770,12,83,99
5771,27,99,36
5772,12,83,99
5773,30,34,99
5774,31,99,78
5775,24,76,99
5776,17,99,99
5777,33,99,78
5778,42,99,25
5779,35,99,87
5780,9,10,99
5781,68,42,99
5782,29,99,52
5783,20,99,89
5784,23,67,99
5785,14,84,99
5786,9,99,51
5787,16,66,99
5788,18,99,11
5789,29,93,99
5790,24,99,21
5791,21,99,83
5792,21,99,87
5793,34,99,58
5794,17,56,99
5795,38,77,99
5796,29,28,99
5797,15,99,16
5798,27,99,42
5799,23,66,99
5800,22,90,99
5801,19,99,99
5802,10,99,34
5803,18,99,90
5804,9,99,36
5805,11,99,47
5806,22,99,34
5807,16,99,18
5808,11,99,67
5809,15,99,37
5810,29,65,99
5811,29,17,99
5812,15,85,99
5813,37,99,28
5814,28,53,99
5815,44,99,78
5816,14,5,99
5817,22,22,99
5818,17,85,99
5819,30,99,18
5820,16,99,41
5821,12,99,72
5822,18,99,78
5823,27,99,37
5824,15,66,99
5825,28,99,45
5826,46,99,78
5827,28,32,99
5828,8,28,99
5829,22,99,81
5830,9,68,99
5831,8,24,99
5832,37,99,28
5833,20,82,99
5834,9,51,99
5835,17,99,34
5836,16,80,99
5837,26,99,88
5838,32,28,99
5839,18,99,21
5840,47,25,99
5841,22,99,41
5842,19,83,99
5843,42,73,99
5844,16,98,99
5845,14,99,45
5846,35,88,99
5847,26,99,10
5848,13,99,40
5849,16,99,32
5850,50,23,99
5851,18,99,84
5852,33,78,99
5853,14,82,99
5854,32,37,99
5855,23,77,99
5856,24,99,74
5857,22,52,99
5858,18,42,99
5859,20,99,18
5860,16,66,99
5861,15,99,10
5862,26,99,81
5863,18,67,99
5864,9,99,40
5865,22,99,85
5866,22,82,99
5867,22,99,11
5868,23,99,47
5869,22,99,37
5870,16,11,99
5871,11,99,23
5872,35,99,90
5873,20,33,99
5874,44,99,78
5875,20,74,99
5876,16,99,66
5877,20,99,37
5878,14,99,75
5879,9,99,90
5880,18,10,99
5881,9,52,99
5882,14,99,32
5883,11,99,7
5884,10,66,99
5885,17,99,24
5886,18,98,99
5887,45,72,99
5888,29,43,99
5889,37,99,99
5890,34,25,99
5891,13,73,99
5892,21,76,99
5893,59,85,99
5894,19,99,83
5895,28,99,76
5896,52,9,99
5897,9,34,99
5898,52,77,99
5899,17,34,99
5900,11,58,99
5901,32,99,91
5902,17,22,99
5903,17,99,21
5904,17,65,99
5905,24,99,59
5906,20,99,77
5907,18,99,68
5908,18,83,99
5909,23,68,99
5910,16,83,99
5911,27,84,99
5912,14,99,76
5913,45,99,77
5914,25,62,99
5915,27,60,99
5916,30,99,81
5917,17,9,99
5918,9,10,99
5919,27,99,28
5920,34,11,99
5921,42,74,99
5922,12,29,99
5923,43,99,9
5924,41,16,99
5925,28,76,99
5926,18,31,99
5927,21,99,88
5928,29,85,99
5929,32,78,99
5930,26,99,12
5931,21,33,99
5932,31,65,99
5933,16,32,99
5934,13,34,99
5935,31,41,99
5936,16,87,99
5937,22,99,40
5938,21,85,99
5939,21,99,39
5940,16,56,99
5941,40,99,69
5942,11,44,99
5943,14,99,83
5944,42,99,68
5945,10,32,99
5946,10,99,84
5947,10,99,39
5948,20,93,99
5949,16,99,30
5950,20,42,99
5951,31,28,99
5952,14,99,54
5953,13,19,99
5954,24,99,39
5955,29,99,74
5956,19,45,99
5957,55,99,66
5958,25,99,74
5959,17,99,89
5960,25,66,99
5961,26,99,44
5962,26,90,99
5963,10,99,74
5964,14,18,99
5965,29,99,57
5966,56,99,41
5967,23,99,85
5968,20,99,10
5969,60,41,99
5970,21,99,87
5971,52,80,99
5972,41,30,99
5973,34,90,99
5974,23,99,80
5975,18,26,99
5976,16,99,43
5977,34,99,28
5978,28,23,99
5979,21,88,99
5980,23,65,99
5981,22,43,99
5982,9,99,83
5983,10,99,25
5984,34,80,99
5985,21,99,99
5986,12,99,96
5987,16,99,90
5988,17,11,99
5989,34,99,82
5990,33,43,99
5991,42,99,74
5992,31,74,99
5993,30,99,58
5994,21,99,90
5995,22,14,99
5996,17,99,99
5997,21,14,99
5998,36,41,99
5999,38,78,99
6000,18,31,99
6001,20,99,95
6002,11,28,99
6003,15,47,99
6004,21,19,99
6005,11,40,99
6006,15,99,41
6007,15,44,99
6008,15,84,99
6009,34,16,99
6010,10,25,99
6011,43,75,99
6012,11,99,90
6013,19,99,41
6014,17,91,99
6015,31,99,66
6016,65,16,99
6017,19,13,99
6018,40,99,51
6019,47,99,72
6020,27,99,88
6021,12,64,99
6022,14,99,67
6023,30,99,74
6024,18,99,32
6025,43,99,43
6026,24,88,99
6027,20,99,56
6028,25,36,99
6029,18,71,99
6030,14,99,65
6031,28,99,43
6032,24,99,81
6033,23,68,99
6034,10,99,11
6035,27,99,90
6036,25,7,99
6037,56,18,99
6038,39,91,99
6039,50,99,5
6040,25,99,73
6041,16,99,98
6042,12,74,99
6043,33,80,99
6044,13,99,43
6045,19,23,99
6046,9,43,99
6047,17,99,88
6048,34,74,99
6049,28,74,99
6050,12,47,99
6051,19,99,60
6052,13,99,31
6053,21,99,34
6054,27,99,83
6055,27,99,99
6056,11,99,32
6057,65,43,99
6058,14,18,99
6059,13,72,99
6060,25,99,58
6061,22,42,99
6062,13,99,38
6063,17,24,99
6064,17,81,99
6065,14,99,51
6066,14,96,99
6067,28,43,99
6068,27,99,85
6069,22,43,99
6070,19,49,99
6071,22,99,23
6072,21,83,99
6073,18,99,17
6074,16,99,47
6075,38,25,99
6076,25,43,99
6077,23,23,99
6078,20,99,5
6079,37,99,68
6080,20,83,99
6081,23,88,99
6082,21,58,99
6083,29,99,83
6084,21,75,99
6085,31,99,43
6086,10,39,99
6087,16,66,99
6088,10,18,99
6089,20,99,60
6090,17,99,37
6091,7,99,18
6092,14,99,24
6093,19,40,99
6094,23,99,42
6095,15,98,99
6096,24,9,99
6097,17,99,44
6098,9,53,99
6099,13,99,52
6100,30,36,99
6101,44,99,77
6102,13,62,99
6103,24,10,99
6104,15,67,99
6105,20,99,36
6106,14,99,67
6107,39,99,72
6108,22,99,30
6109,10,33,99
6110,31,41,99
6111,18,44,99
6112,17,91,99
6113,14,25,99
6114,30,99,99
6115,21,77,99
6116,23,99,54
6117,15,99,43
6118,29,98,99
6119,12,99,60
6120,15,40,99
6121,12,42,99
6122,34,99,34
6123,15,99,69
6124,9,99,7
6125,17,99,30
6126,42,99,75
6127,51,99,83
6128,19,83,99
6129,12,25,99
6130,45,78,99
6131,12,99,26
6132,29,12,99
6133,27,78,99
6134,21,99,30
6135,15,49,99
6136,30,99,85
6137,28,87,99
6138,35,90,99
6139,36,90,99
6140,38,99,60
6141,38,74,99
6142,12,99,24
6143,33,78,99
6144,52,99,31
6145,18,26,99
6146,11,99,72
6147,22,51,99
6148,40,43,99
6149,8,99,31
6150,48,99,60
6151,34,99,85
6152,31,88,99
6153,21,30,99
6154,16,99,66
6155,17,47,99
6156,10,42,99
6157,22,45,99
6158,28,98,99
6159,12,99,23
6160,38,99,30
6161,14,33,99
6162,20,99,74
6163,16,99,22
6164,21,95,99
6165,14,51,99
6166,33,99,28
6167,14,99,89
6168,10,99,32
6169,56,96,99
6170,49,60,99
6171,32,99,23
6172,19,99,54
6173,12,99,47
6174,43,99,43
6175,59,99,83
6176,19,99,65
6177,13,99,26
6178,13,99,43
6179,53,56,99
6180,19,80,99
6181,21,99,72
6182,21,99,60
6183,31,99,28
6184,31,99,71
6185,33,62,99
6186,26,74,99
6187,13,41,99
6188,20,99,17
6189,20,99,10
6190,12,76,99
6191,18,99,45
6192,45,99,82
6193,15,60,99
6194,11,99,32
6195,45,45,99
6196,39,45,99
6197,49,99,85
6198,11,99,31
6199,17,99,72
6200,81,57,99
6201,14,99,44
6202,19,99,96
6203,23,99,83
6204,7,99,32
6205,29,99,54
6206,48,52,99
6207,17,99,85
6208,20,77,99
6209,20,83,99
6210,38,41,99
6211,29,42,99
6212,20,85,99
6213,36,39,99
6214,36,99,78
6215,32,88,99
6216,25,99,56
6217,21,84,99
6218,17,43,99
6219,15,99,95
6220,8,36,99
6221,28,72,99
6222,19,99,71
6223,35,99,43
6224,42,71,99
6225,10,99,26
6226,31,69,99
6227,46,51,99
6228,12,36,99
6229,53,99,44
6230,16,99,57
6231,24,99,93
6232,22,99,25
6233,12,99,95
6234,18,99,68
6235,8,99,23
6236,39,25,99
6237,62,99,99
6238,8,60,99
6239,21,88,99
6240,18,88,99
6241,41,99,39
6242,12,19,99
6243,16,99,24
6244,34,99,99
6245,20,99,99
6246,19,99,75
6247,11,99,32
6248,9,99,45
6249,19,19,99
6250,58,44,99
6251,17,83,99
6252,19,44,99
6253,16,99,13
6254,21,99,28
6255,47,99,34
6256,16,75,99
6257,29,99,18
6258,16,99,41
6259,15,99,31
6260,11,99,58
6261,18,81,99
6262,41,30,99
6263,16,99,25
6264,22,99,85
6265,20,99,71
6266,37,88,99
6267,16,99,58
6268,21,43,99
6269,33,81,99
6270,11,99,32
6271,67,25,99
6272,24,99,47
6273,22,99,43
6274,19,99,60
6275,22,74,99
6276,34,99,84
6277,14,99,67
6278,29,87,99
6279,15,29,99
6280,19,99,18
6281,28,99,49
6282,16,99,80
6283,17,99,29
6284,33,99,36
6285,22,99,23
6286,23,99,29
6287,23,99,36
6288,15,99,10
6289,22,99,39
6290,14,99,49
6291,15,99,67
6292,13,77,99
6293,24,99,74
6294,26,99,45
6295,29,43,99
6296,47,99,88
6297,39,99,77
6298,27,96,99
6299,17,99,71
6300,12,99,57
6301,16,57,99
6302,22,99,78
6303,8,49,99
6304,17,99,49
6305,63,99,76
6306,9,26,99
6307,34,40,99
6308,16,43,99
6309,13,23,99
6310,17,72,99
6311,42,99,26
6312,51,24,99
6313,31,99,90
6314,29,32,99
6315,7,99,40
6316,25,99,60
6317,23,99,31
6318,30,83,99
6319,48,99,30
6320,24,99,43
6321,28,66,99
